Study_Hours_per_Week,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Final_Score
23.3,55.66,73.27,95.25,70.34,75.41
24.2,78.51,65.71,89.5,75.16,71.3
5.3,93.09,100.0,95.45,83.33,94.94
15.4,73.86,93.46,60.91,68.29,80.81
17.0,99.73,54.98,76.22,100.0,69.46
5.5,83.96,41.99,92.12,70.12,62.46
11.5,53.7,46.02,55.56,75.38,53.5
24.0,99.64,61.84,89.73,60.54,70.9
8.4,70.39,49.38,59.15,66.58,56.03
18.4,64.37,77.52,90.41,57.84,77.87
10.4,77.89,94.6,80.6,82.82,90.45
5.3,65.22,85.8,59.66,91.13,80.61
11.0,54.32,56.24,73.67,64.21,63.39
29.4,50.07,72.78,84.1,73.45,79.72
25.0,72.48,77.97,81.69,55.73,77.3
29.0,91.84,97.31,71.36,96.26,92.36
17.2,78.62,95.51,94.97,94.7,92.07
7.7,99.96,96.89,75.96,57.72,82.65
18.7,64.34,76.16,75.29,72.76,78.08
16.4,64.02,86.58,53.11,100.0,80.62
26.1,57.99,54.54,96.11,75.37,69.6
7.5,58.2,76.17,58.86,79.84,71.25
17.2,64.26,60.08,76.42,72.35,64.35
8.8,89.64,68.54,90.18,85.22,73.52
13.1,95.29,81.97,60.77,100.0,80.04
23.4,98.75,62.44,76.37,100.0,72.91
16.9,61.61,48.2,62.03,92.46,59.63
14.4,94.06,44.93,87.98,75.5,62.23
14.9,66.41,45.8,78.22,79.41,59.06
16.5,55.64,45.45,92.8,73.41,60.32
24.6,93.5,54.0,94.73,100.0,69.89
27.3,81.81,62.56,82.44,90.34,73.76
28.9,58.24,61.94,86.27,77.63,73.51
24.7,71.49,100.0,77.46,55.26,85.36
12.9,64.36,62.23,69.22,80.17,66.98
22.2,86.84,54.31,82.41,100.0,70.53
15.9,72.67,77.5,95.41,81.87,79.41
11.4,99.46,94.9,70.83,63.37,86.88
26.0,52.74,88.48,65.72,55.04,78.71
6.0,67.75,59.56,69.42,71.91,63.54
27.5,74.1,81.95,71.77,100.0,82.77
16.5,75.16,87.84,53.68,100.0,77.6
20.9,65.8,89.96,74.92,100.0,88.35
21.5,86.46,86.44,74.72,90.95,82.79
27.4,93.74,100.0,79.42,82.68,92.7
20.9,96.94,98.48,68.14,83.62,90.41
20.3,90.25,80.83,80.66,81.79,84.43
6.7,92.53,67.8,93.91,90.98,74.03
18.0,77.53,83.89,97.77,76.81,84.32
8.8,91.29,91.73,79.18,88.21,88.58
23.4,65.18,47.36,52.13,59.21,56.27
17.8,69.92,100.0,98.46,69.19,93.96
22.0,65.85,57.57,85.29,96.92,69.07
6.0,73.37,70.01,66.8,99.2,71.25
7.1,64.28,94.45,57.36,80.39,80.66
22.9,98.08,60.37,57.17,55.01,62.58
6.8,65.64,70.65,58.39,99.85,67.43
6.8,54.9,49.99,52.28,88.24,55.7
5.3,76.34,65.29,95.11,76.41,74.98
28.9,52.85,59.3,77.04,84.54,69.79
23.4,55.53,68.84,85.0,76.59,77.19
13.8,60.97,66.55,91.41,78.75,73.79
12.4,73.22,100.0,89.58,99.71,92.05
13.7,71.66,100.0,94.13,63.7,93.05
24.4,89.98,54.21,98.36,61.08,69.76
21.5,86.97,90.01,71.95,54.46,83.87
9.6,71.32,45.98,97.52,71.55,60.61
9.4,66.69,44.63,86.16,62.54,60.45
7.5,65.82,48.57,53.53,64.21,56.16
21.5,88.7,100.0,84.09,55.61,90.47
24.1,52.6,100.0,84.34,66.42,88.53
11.6,50.64,55.12,95.29,72.36,66.52
5.5,89.78,51.35,68.65,55.7,59.46
7.1,73.86,56.56,79.25,85.16,66.32
29.2,56.54,79.69,50.61,81.48,76.48
12.4,61.78,77.9,66.6,58.85,74.31
24.2,96.63,60.56,53.11,82.94,65.44
20.6,92.98,91.58,76.09,100.0,86.51
14.5,85.49,62.92,90.87,100.0,74.78
10.1,74.11,98.36,60.32,53.75,81.1
8.0,76.02,81.8,76.37,94.35,81.49
20.4,98.76,72.3,60.2,71.29,70.47
24.4,98.29,94.71,56.03,56.54,84.63
21.1,60.76,95.4,75.55,69.33,88.57
18.3,90.56,62.92,53.96,69.33,65.35
6.0,59.86,62.18,79.37,80.92,67.78
29.2,60.68,100.0,51.57,86.14,85.63
25.0,83.8,57.38,55.34,90.77,64.79
12.3,70.25,46.22,77.5,66.95,58.05
29.5,96.58,76.09,79.57,70.86,82.33
20.0,54.45,94.07,51.45,68.51,80.02
19.6,75.58,92.18,78.67,72.86,83.2
23.7,95.93,100.0,91.93,100.0,97.34
25.3,95.21,79.58,86.12,94.07,86.0
21.4,57.83,52.42,56.56,100.0,62.6
8.2,68.33,77.78,79.62,89.44,80.43
13.5,80.96,90.75,83.61,75.33,86.76
28.2,57.97,54.06,51.86,72.6,58.91
10.6,98.4,53.54,92.77,80.0,66.93
14.3,95.74,45.03,95.31,76.56,64.48
15.8,58.35,80.36,92.52,96.97,80.1
16.0,56.06,98.0,91.23,78.72,91.0
20.3,54.27,86.33,87.25,70.02,79.81
28.6,95.47,100.0,81.67,93.64,96.94
11.0,59.68,47.08,83.93,97.76,64.82
8.0,70.81,96.58,90.32,76.44,89.4
9.9,72.44,91.81,83.12,88.38,84.93
27.2,79.95,67.01,66.39,56.92,69.98
21.1,53.59,100.0,68.8,80.6,87.13
12.1,61.34,60.91,94.85,57.94,66.69
25.4,96.57,100.0,50.86,54.51,83.8
26.5,95.42,100.0,84.94,85.75,95.76
26.2,89.06,93.32,97.74,71.03,91.53
28.0,50.97,82.21,85.31,92.25,86.79
11.3,66.35,50.59,99.7,100.0,70.03
23.9,81.4,79.09,84.38,62.03,80.84
16.5,63.76,66.36,51.72,89.33,64.43
26.0,95.48,95.33,91.35,81.21,92.09
23.2,81.69,92.45,64.23,59.46,80.5
24.4,53.6,100.0,72.3,86.92,89.66
21.4,95.45,47.31,65.6,84.41,60.31
9.4,97.89,91.37,63.43,79.59,81.54
18.6,53.89,100.0,71.57,100.0,92.26
29.6,76.62,96.24,68.94,80.19,89.39
28.4,65.17,56.33,81.67,100.0,72.95
6.1,69.64,46.71,90.66,80.9,59.02
9.1,58.98,43.98,64.85,59.68,53.49
8.3,78.9,80.21,60.69,77.16,76.31
23.1,97.9,84.71,83.34,64.12,86.01
25.4,75.15,100.0,83.52,84.87,90.14
10.3,54.15,66.97,95.06,90.36,74.08
17.6,81.0,65.19,50.8,76.47,68.12
26.0,67.01,85.27,92.65,60.45,83.71
23.3,92.8,96.53,76.05,77.99,87.7
18.6,71.73,100.0,81.07,58.93,85.59
19.8,59.64,94.13,54.57,87.38,81.21
17.7,59.56,70.91,71.63,93.82,71.04
12.4,88.44,81.81,61.37,100.0,79.14
19.1,63.28,97.11,62.71,61.2,85.06
22.2,88.36,76.1,75.2,81.13,75.94
26.8,60.29,61.04,90.62,83.82,73.58
20.9,66.08,56.45,87.19,100.0,72.53
24.0,73.27,47.21,79.55,86.13,63.91
9.0,97.16,85.79,76.97,61.9,76.87
16.5,96.59,51.62,71.37,76.1,64.06
5.2,60.34,56.19,98.64,88.66,68.78
11.2,67.91,61.23,78.01,89.69,68.77
23.2,57.47,80.58,62.7,96.91,77.8
29.8,75.5,72.82,61.5,62.72,72.86
7.5,73.03,82.73,80.57,100.0,82.67
15.0,95.04,47.84,76.14,57.53,64.4
25.0,96.5,54.94,50.38,100.0,65.28
10.1,69.18,72.98,91.5,98.38,81.54
18.9,74.59,65.89,85.21,88.12,75.03
23.3,94.81,64.74,83.09,91.74,75.16
20.4,90.34,50.14,53.44,56.84,57.72
9.7,50.18,96.65,68.1,56.16,79.19
13.9,66.0,85.68,96.77,60.9,83.59
24.6,71.09,54.68,93.13,59.96,64.0
18.9,61.49,49.57,64.28,81.23,58.73
5.1,59.98,100.0,57.85,64.24,81.99
24.0,51.89,88.07,72.45,97.36,86.87
5.9,82.17,66.82,67.79,76.36,71.04
23.6,63.13,89.18,84.11,89.83,86.64
10.1,52.62,88.41,98.32,88.54,86.8
29.0,61.55,95.5,68.15,70.08,87.97
14.2,90.1,72.93,53.11,65.35,66.9
13.2,92.57,69.75,94.88,72.81,77.2
8.7,74.15,43.27,51.9,92.94,53.1
12.6,70.8,99.37,97.64,85.17,92.75
26.9,98.89,84.27,83.23,67.67,83.16
29.9,60.03,61.16,97.08,96.71,77.11
14.2,60.77,99.44,59.98,56.34,83.67
16.2,64.59,99.76,52.03,88.08,86.84
23.1,58.64,100.0,74.41,76.42,89.93
27.2,68.97,100.0,72.53,90.91,91.93
19.8,95.54,100.0,66.57,100.0,94.77
14.8,80.77,59.12,97.88,93.37,70.46
15.3,70.6,95.12,91.13,77.57,92.36
22.4,96.72,96.1,83.08,62.53,88.35
5.1,52.42,55.39,58.14,93.81,61.93
20.5,60.51,52.06,86.72,78.24,65.28
13.9,78.29,100.0,86.35,58.95,87.67
24.9,80.78,65.23,71.25,90.22,73.75
7.3,51.98,94.44,96.24,70.36,88.83
19.7,70.15,46.16,58.35,55.94,56.07
17.0,82.46,46.36,63.37,98.94,59.9
21.1,84.9,74.28,53.16,77.35,79.1
6.6,81.91,56.3,89.77,69.44,68.58
19.5,66.03,87.24,81.09,90.69,86.72
19.0,54.68,79.63,65.75,98.24,77.55
19.0,71.36,50.35,58.19,53.51,55.9
20.1,56.44,55.79,52.01,87.51,61.44
21.9,97.38,69.85,58.34,91.85,75.22
25.1,73.76,58.67,72.66,64.86,64.79
11.7,65.86,91.04,62.36,78.22,78.74
25.6,88.32,72.64,62.95,58.24,73.24
17.5,74.9,50.86,93.78,92.97,68.88
6.9,65.5,71.13,75.76,96.92,72.41
6.5,90.6,47.4,86.46,60.6,58.33
13.4,93.36,51.76,51.79,93.93,63.57
24.6,83.65,61.76,68.26,92.68,71.42
22.7,52.35,98.38,73.96,71.79,84.95
24.7,78.32,100.0,59.32,88.07,86.32
17.9,88.16,94.95,56.01,53.36,80.29
16.0,56.83,64.84,93.52,100.0,76.78
8.7,61.43,58.96,96.97,83.34,71.22
13.2,94.12,76.91,53.94,84.26,75.8
15.9,51.01,88.08,67.45,87.28,78.4
7.2,87.64,100.0,97.91,83.94,93.54
10.5,73.69,51.04,54.16,96.09,62.52
20.0,72.34,48.96,82.18,85.42,67.04
23.4,50.35,88.68,98.61,100.0,90.77
30.0,90.97,98.93,98.91,85.05,99.66
28.3,67.99,99.27,73.56,62.97,89.72
21.1,77.04,87.04,58.14,99.17,84.06
15.5,83.87,100.0,60.1,87.69,87.6
20.9,85.13,76.93,94.48,90.63,81.64
24.6,97.8,100.0,95.58,100.0,96.16
8.0,76.57,100.0,80.39,58.58,87.05
15.2,69.99,95.39,88.31,76.73,88.27
26.0,97.69,66.39,87.0,67.17,71.63
14.6,82.11,56.15,83.09,86.51,66.26
19.3,64.91,78.68,91.36,95.82,82.25
19.7,56.32,73.09,84.27,100.0,80.01
9.6,92.13,95.55,76.7,77.33,86.54
14.1,68.11,50.23,61.85,93.02,60.81
13.4,83.02,59.48,87.19,100.0,70.17
5.7,73.54,86.82,73.67,88.59,81.11
5.6,59.95,47.38,64.74,66.02,57.76
25.8,80.08,66.99,90.1,85.8,77.35
11.8,53.03,66.77,84.84,100.0,71.08
18.0,70.67,82.76,96.87,100.0,84.22
12.5,77.33,53.24,58.27,85.62,62.29
28.5,71.8,100.0,82.46,99.3,94.34
11.5,87.43,70.3,62.21,63.75,68.84
15.7,91.4,99.73,95.18,68.01,91.22
26.8,88.56,76.11,54.97,100.0,78.16
26.0,51.94,64.3,82.81,61.73,69.92
9.7,59.71,51.42,89.55,64.93,62.45
25.1,76.83,47.75,67.75,75.1,59.5
16.5,96.74,76.88,97.71,85.34,84.59
17.1,91.75,51.56,92.54,85.74,67.88
8.3,92.13,65.99,64.73,68.48,68.46
7.0,65.16,77.46,50.38,99.05,70.35
23.2,71.47,63.5,64.83,99.64,74.24
17.4,73.54,55.73,64.07,73.44,65.4
15.9,57.87,91.25,94.5,77.38,83.74
23.2,51.55,100.0,98.36,91.02,93.66
24.1,97.35,53.26,53.52,86.36,64.1
9.0,62.04,52.04,73.56,73.52,58.48
20.3,62.0,100.0,77.42,75.36,89.17
8.4,54.17,44.79,54.65,70.68,53.5
23.8,96.43,100.0,68.87,65.9,88.48
21.4,78.99,46.7,65.85,76.86,60.82
28.9,83.35,100.0,76.8,88.93,91.83
6.7,95.58,60.45,83.06,92.08,66.09
6.4,67.28,98.24,85.17,94.05,91.64
12.1,81.08,62.65,56.84,72.15,66.42
11.5,51.94,82.71,90.65,93.67,87.43
11.2,59.34,48.16,83.93,55.37,55.07
27.7,91.56,62.85,94.45,79.52,77.23
11.2,88.34,89.78,72.47,94.05,80.9
11.8,67.53,75.26,94.69,87.18,82.85
24.0,68.84,100.0,93.29,79.3,94.72
16.2,76.68,70.59,71.92,86.55,72.0
24.4,50.01,99.51,69.06,99.49,91.77
6.6,62.06,68.92,96.64,84.12,74.08
17.2,60.41,100.0,85.76,95.14,93.09
5.8,62.52,99.33,96.41,100.0,93.26
6.6,90.3,61.73,89.85,90.67,75.14
27.7,63.98,100.0,80.46,83.5,95.6
8.5,59.58,93.41,55.79,55.22,76.36
18.3,75.21,58.13,64.57,72.59,66.5
15.3,93.28,82.05,98.44,84.18,85.96
13.7,62.07,48.47,65.97,93.82,57.92
27.5,53.93,98.45,54.66,75.19,83.78
5.5,67.82,52.12,85.38,100.0,70.1
21.6,87.38,50.73,86.7,68.79,66.17
29.1,77.53,72.74,64.27,91.09,78.05
19.0,90.84,80.32,64.88,74.84,77.06
28.4,97.98,99.82,73.44,78.71,90.82
6.3,89.63,100.0,51.09,93.2,85.1
15.5,80.19,71.02,89.47,70.18,75.17
11.5,74.67,47.08,65.85,58.79,53.43
23.3,52.0,91.94,92.69,81.57,86.92
29.5,99.22,82.76,90.13,81.85,87.83
11.4,69.17,70.29,83.07,94.84,74.8
21.4,57.61,64.98,66.24,100.0,71.25
10.0,83.34,73.14,75.82,57.32,72.44
19.1,64.21,66.05,72.24,83.91,71.68
16.6,79.29,90.4,66.94,88.08,85.88
29.3,79.34,81.42,92.41,100.0,85.23
20.2,72.29,98.67,74.18,100.0,92.2
13.7,91.81,76.72,91.64,91.12,82.96
7.9,63.25,56.67,55.26,79.41,62.24
8.8,72.43,93.71,57.05,61.5,76.5
10.6,76.88,76.61,98.87,75.14,80.48
11.3,83.18,55.8,79.39,84.02,69.7
26.3,89.2,85.3,75.49,90.79,84.84
19.0,69.74,67.16,76.16,86.34,73.83
18.1,82.3,96.09,60.76,89.36,87.57
7.9,57.53,69.57,85.94,76.62,70.72
26.5,96.63,91.54,54.24,89.63,87.93
23.1,69.15,52.66,78.67,61.91,64.67
6.7,86.48,65.77,78.54,62.84,69.72
22.7,51.02,100.0,95.71,63.88,88.54
18.6,60.26,94.09,76.31,99.12,89.7
7.0,74.35,51.7,56.85,57.21,56.95
16.5,93.91,61.62,78.64,94.8,74.99
17.1,76.36,64.92,54.57,64.95,64.67
9.1,96.49,81.75,60.19,77.03,74.26
28.6,74.19,94.0,51.56,98.89,84.42
26.2,74.52,92.83,75.66,83.84,86.75
21.7,55.99,77.1,54.23,63.76,69.39
16.6,90.13,93.63,73.47,68.61,87.51
15.3,62.35,70.81,96.65,100.0,81.8
21.3,94.98,53.82,85.99,76.52,67.75
18.6,95.54,79.45,53.87,82.58,75.1
6.6,97.17,99.12,61.21,76.67,81.74
17.8,76.01,92.92,83.68,73.94,88.16
25.2,83.85,82.28,94.74,66.84,87.23
16.5,88.93,83.76,51.65,87.41,76.39
6.3,56.55,97.72,90.62,91.35,89.6
24.7,80.05,73.11,78.09,68.43,76.78
10.0,51.71,62.88,77.3,94.09,72.6
11.5,74.88,100.0,97.89,98.6,95.25
9.1,57.74,94.54,87.38,100.0,89.31
13.3,59.15,63.37,92.51,63.61,70.53
23.9,68.25,75.0,67.7,69.26,71.77
18.0,71.62,70.3,77.72,97.68,73.32
10.1,81.16,51.98,80.77,64.78,60.87
26.9,53.72,100.0,66.08,54.13,87.63
27.0,75.18,72.36,78.51,98.25,78.39
26.8,59.13,100.0,61.83,70.03,85.85
11.0,78.7,54.66,57.17,74.15,59.3
16.3,81.87,77.76,68.7,76.44,75.89
29.6,77.84,50.32,86.96,97.63,72.55
24.3,86.91,93.14,95.81,72.64,90.46
5.7,66.78,76.56,72.89,98.98,74.8
6.6,88.26,79.52,82.14,85.78,79.33
16.6,71.64,48.08,55.15,79.67,60.94
27.7,74.21,60.97,95.22,71.99,72.49
18.5,82.41,50.01,78.43,66.9,60.38
17.4,50.92,62.55,89.02,86.54,70.94
7.6,82.7,79.93,89.72,77.72,80.27
21.4,80.93,80.39,62.82,99.3,80.98
25.6,65.49,84.41,76.46,79.17,84.25
14.5,54.29,77.31,98.02,81.47,78.64
24.4,54.55,63.7,54.48,74.11,64.1
29.1,96.16,63.4,84.15,94.51,75.57
10.1,84.46,51.25,98.11,77.13,68.05
18.1,56.36,96.37,65.03,67.37,81.27
12.2,67.84,80.65,93.07,98.68,82.31
24.8,79.62,58.63,96.68,85.64,72.54
19.4,91.78,56.45,87.35,84.82,71.96
20.9,52.18,98.65,61.57,84.23,87.26
24.9,61.83,92.03,66.7,89.94,87.12
14.9,94.49,84.03,51.79,68.76,78.23
27.9,50.46,72.78,91.57,57.18,75.9
18.3,60.07,61.21,92.48,96.08,71.17
8.9,97.95,100.0,81.64,61.35,86.11
22.4,80.67,94.55,67.63,90.15,83.92
24.8,63.08,65.55,53.84,57.35,64.53
12.9,53.35,94.72,87.65,74.03,86.07
26.4,51.41,93.46,86.33,58.33,87.88
27.7,62.24,66.13,95.63,81.85,76.83
11.9,94.07,69.16,86.53,87.85,75.06
29.6,70.8,60.04,91.43,64.06,71.32
8.5,86.02,49.21,87.3,73.82,61.11
10.1,95.91,86.4,81.53,100.0,87.2
9.6,70.4,58.93,71.35,76.4,63.5
27.3,59.56,97.39,95.11,95.84,92.57
21.4,75.86,100.0,82.55,100.0,95.34
8.8,95.4,47.24,69.92,100.0,62.98
16.0,90.22,73.18,54.17,98.17,70.32
20.4,53.29,94.24,64.54,69.74,84.51
7.1,84.63,89.47,77.19,100.0,83.71
27.1,78.59,93.73,63.78,94.45,86.65
25.1,95.37,68.47,61.06,95.52,74.19
17.6,56.12,72.51,76.37,55.34,72.79
29.2,76.7,84.46,58.49,100.0,83.09
15.4,93.97,100.0,90.02,94.3,94.29
29.6,70.5,68.53,74.22,92.85,75.03
21.7,74.1,100.0,78.69,58.8,89.41
20.9,53.52,62.43,57.37,65.07,63.93
9.1,63.91,100.0,66.23,100.0,91.43
27.0,66.23,88.32,70.5,79.26,84.69
15.7,97.26,72.52,90.41,75.31,76.23
9.1,64.13,79.53,88.51,97.31,80.25
5.3,73.04,57.94,61.15,58.04,59.99
19.0,83.57,62.15,80.81,75.7,73.03
18.2,58.11,52.27,62.17,72.52,62.82
23.0,74.32,53.74,99.41,73.45,68.99
27.3,86.93,69.05,97.61,71.24,76.85
7.0,93.34,87.87,78.16,65.19,79.08
23.3,81.31,83.47,84.95,63.75,82.61
9.7,83.45,49.07,90.07,87.42,69.36
26.5,56.31,99.08,86.05,100.0,95.03
25.5,97.29,83.73,84.99,80.54,82.15
18.5,56.63,100.0,97.93,70.78,90.97
22.8,88.73,87.05,79.82,62.75,82.02
12.9,63.24,54.38,81.82,96.42,65.41
16.8,96.68,73.47,92.46,100.0,80.93
25.5,86.0,86.56,83.49,72.47,85.7
16.5,87.69,46.65,86.65,69.75,63.84
13.9,60.95,45.06,61.71,83.77,58.87
17.4,72.15,52.98,68.56,92.88,65.4
25.7,80.89,62.81,57.37,76.21,63.88
13.4,88.5,69.79,75.29,86.02,72.0
9.3,55.2,72.04,72.79,90.2,72.72
22.8,98.12,55.12,99.86,100.0,74.65
25.6,94.51,88.08,80.56,63.08,86.25
7.5,63.52,78.02,89.32,100.0,80.56
11.0,91.14,60.97,66.7,73.61,66.09
8.5,75.92,43.37,91.58,91.65,62.67
13.7,73.09,48.77,80.75,83.46,62.45
16.3,65.72,68.39,84.85,79.42,74.04
23.7,79.05,56.35,64.72,88.78,68.52
21.3,86.49,69.0,77.43,74.44,73.83
20.5,70.55,83.84,81.7,61.21,80.44
13.8,81.46,76.97,79.45,79.21,77.58
26.0,84.97,61.67,95.76,81.85,77.55
16.8,85.56,65.67,94.91,65.79,71.77
29.5,52.6,85.69,98.55,100.0,92.95
20.9,92.99,97.92,83.37,66.37,87.71
8.2,72.91,87.65,98.6,76.38,84.18
21.9,63.12,79.77,91.62,63.25,81.76
13.1,62.09,65.67,63.54,80.6,69.68
22.2,74.15,68.56,71.37,69.66,69.08
6.7,94.34,94.78,61.92,78.18,80.97
9.4,68.92,45.17,50.21,64.24,52.69
26.4,87.49,100.0,59.4,56.25,90.42
10.7,54.84,83.07,50.2,91.97,77.3
25.9,73.8,88.64,85.99,87.21,87.26
12.0,99.58,45.88,71.28,71.32,54.59
21.1,88.52,82.66,65.63,56.31,77.28
22.4,60.53,75.81,88.09,98.57,82.0
17.8,75.07,51.69,91.62,63.99,64.56
12.6,61.68,60.46,98.76,100.0,72.12
10.3,70.48,96.51,82.1,78.86,87.77
5.8,89.0,74.74,73.08,71.4,71.59
12.6,88.56,68.58,65.26,91.01,75.29
21.3,61.41,50.75,61.12,97.51,65.34
28.5,96.11,91.4,60.65,72.18,85.35
26.8,79.63,90.21,70.46,74.6,84.8
24.2,69.0,84.1,99.59,77.64,85.16
24.7,75.1,78.03,50.04,99.12,76.23
21.6,80.25,72.51,59.86,88.22,76.8
11.5,77.99,79.05,59.42,65.95,74.57
27.7,74.32,62.31,85.86,64.4,71.92
21.8,75.25,100.0,67.62,65.58,89.03
19.0,58.82,81.03,72.86,67.55,78.24
7.8,90.64,61.01,57.43,64.96,63.48
16.2,77.09,71.84,70.25,87.15,76.04
16.5,56.55,93.29,55.16,59.11,79.9
26.6,88.31,57.68,76.65,73.97,70.33
18.7,96.62,63.18,54.9,84.54,67.92
14.5,97.37,85.12,89.53,69.91,83.26
29.4,68.45,67.75,78.33,57.96,71.32
7.8,56.78,89.89,86.2,59.26,80.38
15.6,75.92,52.51,70.93,60.56,58.03
6.1,55.63,87.59,69.07,95.93,78.98
23.5,96.7,51.15,54.91,86.18,60.44
28.0,59.18,49.16,76.19,57.8,60.42
12.0,62.64,97.49,75.73,74.09,89.14
26.5,70.33,82.83,73.41,68.33,79.85
12.3,69.16,64.8,87.03,84.12,72.8
27.8,89.73,62.3,91.63,81.64,75.67
23.8,72.82,84.15,87.54,79.31,87.34
25.1,58.54,78.07,57.19,69.16,72.76
5.5,63.36,100.0,81.1,61.76,85.78
29.1,75.46,100.0,54.02,90.36,88.4
23.2,57.37,85.06,84.73,99.07,87.79
12.6,80.58,70.35,69.09,100.0,76.61
25.7,78.29,77.18,56.62,56.33,73.71
12.0,85.74,84.55,93.1,92.59,87.92
26.8,96.89,54.13,80.7,91.17,70.18
7.8,95.61,62.04,67.74,100.0,68.9
22.6,97.3,51.3,51.54,65.74,61.52
18.5,62.24,49.95,76.87,91.72,64.96
7.4,56.58,53.97,96.16,58.5,62.84
11.0,65.11,72.42,79.82,86.35,76.73
5.3,94.75,88.68,98.58,73.45,85.68
16.7,98.6,74.14,56.82,91.86,73.74
12.5,92.97,63.88,78.42,97.88,74.39
20.0,55.5,50.94,89.91,73.63,64.95
12.4,97.37,76.74,76.28,80.86,78.25
12.5,71.17,60.03,54.55,59.14,62.25
23.6,50.47,83.98,79.14,75.6,79.83
6.2,72.12,100.0,80.59,72.88,88.5
27.6,52.3,54.96,86.44,64.35,69.29
26.3,77.19,60.62,88.06,100.0,72.96
21.7,66.93,74.9,88.54,62.71,78.09
19.8,73.67,100.0,83.17,86.78,90.6
27.3,80.66,94.5,60.79,98.16,89.62
9.6,93.44,96.77,70.21,99.81,90.32
7.0,83.1,62.12,88.81,94.99,71.45
11.0,71.7,100.0,97.67,64.67,95.12
24.9,90.97,53.64,53.95,94.11,66.25
5.9,95.28,44.95,76.78,68.44,59.45
19.6,55.99,97.22,65.63,100.0,89.13
29.9,76.6,100.0,61.27,89.13,91.88
26.4,64.23,53.36,75.29,93.78,65.35
18.0,52.35,52.21,80.3,59.07,62.28
6.6,83.43,43.97,50.49,82.17,54.35
25.8,93.14,54.01,89.01,96.4,70.86
20.0,58.15,58.57,90.99,98.54,73.04
7.9,90.62,100.0,98.28,57.33,92.9
7.3,92.67,82.26,59.03,100.0,77.34
27.7,95.72,95.02,79.73,56.95,87.84
21.7,63.26,93.08,71.33,85.01,84.34
25.7,95.2,79.81,66.74,88.67,77.01
27.0,66.03,95.95,78.28,60.07,88.56
19.3,77.62,81.54,89.12,57.75,80.38
17.9,52.53,64.24,51.15,92.32,66.37
15.8,52.19,78.41,98.47,75.14,78.88
12.9,86.02,75.88,90.49,60.79,76.91
15.9,72.22,94.18,87.56,93.38,91.91
24.3,62.81,100.0,88.02,97.74,94.56
20.0,59.52,70.66,69.45,83.54,72.99
27.3,83.5,93.99,87.58,63.31,89.37
16.1,50.02,50.82,69.34,54.92,55.89
20.2,90.29,92.67,94.94,90.74,92.87
20.8,53.96,68.53,58.86,81.04,67.05
19.8,59.57,48.3,64.62,86.42,58.6
22.6,69.31,68.57,77.57,95.31,73.54
10.9,74.24,79.91,65.96,75.67,75.11
17.8,67.75,52.5,71.21,60.5,60.44
7.6,66.04,97.72,74.62,100.0,88.29
14.6,98.2,49.04,92.82,82.83,64.85
17.2,82.08,100.0,76.16,85.33,92.44
21.3,51.17,88.82,68.12,100.0,85.56
28.8,71.51,68.42,62.39,100.0,73.83
20.0,93.75,69.45,70.43,82.83,72.97
23.6,65.07,91.53,75.79,69.43,83.56
17.7,54.73,81.4,87.31,100.0,82.68
20.9,87.92,86.57,56.05,87.4,78.02
6.8,80.3,65.39,61.08,74.08,64.35
11.4,78.52,72.69,68.98,82.13,74.73
14.0,52.68,100.0,68.02,74.87,86.64
16.8,57.02,57.88,69.59,98.6,70.15
6.1,81.13,66.9,89.68,79.5,72.38
8.5,60.39,60.06,66.21,95.15,65.3
11.9,75.2,89.48,75.09,96.52,83.98
29.3,77.24,94.63,81.2,96.09,91.08
13.3,64.18,61.54,61.61,89.81,65.06
17.1,97.42,50.01,85.93,97.9,68.25
9.9,92.12,43.66,77.36,74.0,58.75
20.3,86.12,71.74,72.34,60.07,71.8
12.0,53.9,68.22,90.49,97.55,77.91
10.2,55.31,100.0,62.17,78.64,88.36
17.9,74.64,73.56,94.16,62.02,79.4
5.1,58.04,56.92,78.05,60.45,63.23
5.2,98.91,95.03,80.46,62.79,86.42
10.5,57.93,72.61,93.75,93.18,81.45
5.9,74.37,77.72,90.88,90.99,81.27
7.7,68.21,48.05,80.08,64.99,58.11
13.5,81.97,67.02,87.66,97.61,76.58
25.1,56.45,100.0,71.67,68.36,89.31
19.3,71.52,81.16,77.37,94.29,79.75
17.8,63.74,66.01,53.1,77.63,65.96
12.3,94.39,81.23,54.49,89.85,78.61
28.3,52.03,100.0,91.47,74.56,89.56
14.9,95.69,60.91,52.98,70.54,61.52
7.2,91.65,72.47,58.47,95.58,71.94
20.4,64.88,100.0,89.79,57.16,90.65
7.8,89.46,52.68,50.06,100.0,58.03
13.6,51.56,87.26,64.12,86.26,79.39
17.7,98.34,82.18,79.2,76.37,83.61
26.9,76.33,88.85,79.77,86.19,86.94
17.3,65.16,66.26,88.86,61.47,73.5
22.6,68.13,65.61,75.3,80.22,70.72
29.8,53.32,89.99,75.47,100.0,86.06
8.3,99.47,55.42,86.27,66.94,67.56
11.9,51.96,68.75,74.93,90.61,72.71
14.9,82.75,55.76,80.42,76.58,64.26
15.5,72.14,45.15,94.89,88.31,63.0
15.3,97.45,100.0,70.07,64.44,90.42
27.7,62.3,74.21,69.26,77.68,73.88
22.9,76.6,100.0,50.18,100.0,89.62
